Date,Weekday,Holiday,Month,Season,Temperature,Humidity,Windy,Outlook,Crowdedness,EmailCampaign,MaintenanceTask,ID,Play,PlayTimeHour,Review
2021-05-02,6,0,May,Spring,16.7,67.0,1,sunny,0.75,Happy Sunday! Sunny skies and 16.7°C today. Higher humidity at 67% but still a fabulous day for golf.,['Fertilization'],F,0,0.0,
2021-05-02,6,0,May,Spring,16.7,67.0,1,sunny,0.75,Happy Sunday! Sunny skies and 16.7°C today. Higher humidity at 67% but still a fabulous day for golf.,['Fertilization'],G,0,0.0,
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],A,1,3.6,"Despite the clouds, today was a fantastic day for golf! The course was less crowded, and I enjoyed an unhurried 3.6-hour game."
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],B,1,3.5,"The sky was a moody canvas, teasing me with the possibility of rain. My soul felt at home among the cloud-covered expanse."
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],C,1,5.0,"Overcast conditions at 15.2°C, but with a high crowdedness of 0.89. Given the holiday, the course was busier than usual, yet still offered a balanced playtime of 5 hours."
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],D,0,0.0,
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],E,0,0.0,
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],F,0,0.0,
2021-05-03,0,1,May,Spring,15.2,51.0,0,overcast,0.89,It's Constitution Day! A national holiday with overcast skies and a mild 15.2°C. No wind makes it great for your golf game.,[],G,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",A,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",B,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",C,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",D,1,3.5,"The skies donned a gray coat, looming ominously, as if eager to test my mettle. Yet, each swing was a defiant brushstroke on the canvas of the course."
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",E,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",F,0,0.0,
2021-05-04,1,1,May,Spring,14.6,78.0,1,overcast,0.57,Overcast with a chill at 14.6°C. High humidity at 78% adds an extra layer of challenge. Make your shots count!,"['Pesticide Application', 'Driving Range Net Checking']",G,0,0.0,
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],A,1,3.8,"The sun is my co-pilot, and today we flew high! Spectacular weather made for 3.8 hours of magnificent golf!"
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],B,1,3.5,"The absence of rain felt like the silence between notes of a love song. Still, the sunshine was but a pause in the eternal symphony of sky and earth."
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],C,1,5.1,"Sunny and 14.7°C with 57% humidity—a well-balanced day. The course was quite crowded with a 0.9 rating, but the overall conditions were conducive for a 5.1-hour play."
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],D,0,0.0,
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],E,1,3.6,"The spring sunshine cast its blessings upon the fairways today, offering an elevated golfing experience. A satisfactory playtime of 3.6 hours signified an extraordinary day."
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],F,0,0.0,
2021-05-05,2,1,May,Spring,14.7,57.0,0,sunny,0.9,Children's Day is looking sunny! Celebrate this Japanese holiday with a round of golf under the 14.7°C sun.,['Sprinkler Checks'],G,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",A,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",B,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",C,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",D,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",E,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",F,0,0.0,
2021-05-06,3,0,May,Spring,16.5,74.0,0,rainy,0.65,"Rainy day alert! 16.5°C with a high humidity of 74%. Remember, a bad day of golf is better than a good day at work.","['Range Ball Cleaning', 'Clubhouse Maintenance']",G,0,0.0,
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],A,1,3.5,Blazing sun and a mild breeze—Mother Nature's recipe for a perfect golf day. 3.5 hours of splendid play!
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],B,0,0.0,
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],C,1,4.7,The temperature rose to a pleasant 17.8°C under sunny skies. 55% humidity and a crowdedness rating of 0.75 made for a well-balanced round.
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],D,0,0.0,
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],E,1,2.8,"A splendid day marked by clear skies and a gentle breeze. With 2.8 hours devoted to the sport, it was a day that would meet any traditionalist golfer's approval."
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],F,0,0.0,
2021-05-07,4,0,May,Spring,17.8,55.0,0,sunny,0.75,Brilliant Friday sun is shining at 17.8°C! Moderate humidity of 55% makes this an irresistible day for golf.,['Watering'],G,0,0.0,
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",A,1,3.4,"Today was a shining example of why I love golf. Sun, a bit of warmth, and 3.4 hours of non-stop fun!"
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",B,1,3.5,"Though the sun shone, the horizon carried the scent of rain. I played, harboring the secret wish that the heavens would eventually weep with joy."
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",C,1,4.8,"With 16.4°C and 69% humidity, the sunny weather was overall in my favor. A crowdedness of 0.85 meant the course was busy, but not unbearably so."
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",D,0,0.0,
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",E,1,3.3,"Today offered classic conditions, adorned by a friendly sun and forgiving turf. A playtime of 3.3 hours captured the essence of what golf ought to be."
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",F,1,3.1,"A festival of sunshine and freedom! The sun kissed my face while I took each swing. The air, the grass, the vibes—oh, if only it were snow. But who am I to complain?"
2021-05-08,5,0,May,Spring,16.4,69.0,0,sunny,0.85,Sunny Saturday alert! 16.4°C and 69% humidity make for a perfect day to tackle that 18-hole challenge.,"['Cleaning Amenities', 'Restroom Cleaning']",G,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],A,1,3.3,"Ah, the sun was just showing off today! Felt like it was adding a glow to each shot during my 3.3-hour round!"
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],B,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],C,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],D,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],E,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],F,0,0.0,
2021-05-09,6,0,May,Spring,15.4,46.0,1,sunny,0.8,Sunny and 15.4°C— a perfect day to celebrate Mother's Day on the course. Make it a family day out!,[],G,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",A,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",B,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",C,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",D,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",E,1,2.8,"Under a sun-lit sky, today's 2.8-hour game displayed a vivid tapestry of masterful strokes and tactical play, keeping in the finest traditions of the sport."
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",F,0,0.0,
2021-05-10,0,0,May,Spring,14.9,74.0,0,sunny,0.61,Begin your work week with a sun-soaked game. It's 14.9°C with a 74% humidity. Turn Mondays into Fun-days!,"['Watering', 'Water Feature Maintenance']",G,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],A,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],B,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],C,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],D,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],E,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],F,0,0.0,
2021-05-11,1,0,May,Spring,15.7,75.0,0,overcast,0.49,Overcast skies but a warm 15.7°C. Higher humidity at 75% means you'll have to factor that in your swings.,['Fertilization'],G,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",A,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",B,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",C,1,4.6,"An overcast day with a temperature of 17.3°C. The 60% humidity was manageable, and the crowdedness level of 0.65 did not interfere with the 4.6-hour playtime."
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",D,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",E,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",F,0,0.0,
2021-05-12,2,0,May,Spring,17.3,60.0,0,overcast,0.65,"No sunshine, but it’s 17.3°C! Moderate 60% humidity keeps you comfortable while you focus on your putts.","['Pesticide Application', 'Signage and Marker Maintenance', 'Waste Management']",G,0,0.0,
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],A,1,3.1,"The sun was in full attendance, making every stroke feel smooth as butter. Time really flies when you're having this much fun in 3.1 hours!"
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],B,0,0.0,
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],C,0,0.0,
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],D,0,0.0,
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],E,1,3.0,"A sun-soaked expanse greeted me today, as the wind added a gentle challenge. The course facilitated a truly engaging 3.0-hour session of golf."
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],F,0,0.0,
2021-05-13,3,0,May,Spring,18.2,52.0,1,sunny,0.61,"It's sunny, it's 18.2°C, and it's a perfect day for golf. With just a little wind, it's all about skill today.",['Sprinkler Checks'],G,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],A,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],B,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],C,1,4.6,"At 18.9°C and overcast, the conditions were near my ideal. 61% humidity was slightly higher than preferred, but the crowdedness at 0.77 was tolerable."
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],D,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],E,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],F,0,0.0,
2021-05-14,4,0,May,Spring,18.9,61.0,0,overcast,0.77,The overcast sky can't dim our spirits! It's 18.9°C and humid at 61%. A unique setting for a unique game.,[],G,0,0.0,
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",A,1,3.6,"Talk about perfect weather! The sun was my spotlight, shining brightly during my 3.6-hour game."
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",B,0,0.0,
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",C,1,4.8,"Sunny and warm at 18.9°C, with a comfortable 56% humidity. The crowdedness of 0.83 did not have a negative impact on the day."
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",D,0,0.0,
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",E,0,0.0,
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",F,0,0.0,
2021-05-15,5,0,May,Spring,18.9,56.0,0,sunny,0.83,Sunny Saturdays are for golf! Especially when it's 18.9°C and a nice 56% humidity. Bring your A-game!,"['Cleaning Amenities', 'Restroom Cleaning', 'Bunker Raking']",G,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],A,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],B,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],C,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],D,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],E,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],F,0,0.0,
2021-05-16,6,0,May,Spring,19.4,70.0,1,sunny,0.88,It’s a sunny 19.4°C! Enjoy the sunshine and tackle the golf course with a 70% humidity.,[],G,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],A,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],B,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],C,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],D,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],E,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],F,0,0.0,
2021-05-17,0,0,May,Spring,21.5,52.0,1,overcast,0.56,Overcast but at a warm 21.5°C! 52% humidity keeps the air crisp for your best swings.,['Fertilization'],G,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],A,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],B,1,3.1,"A melody of rain and wind orchestrated my joy today. Each raindrop was a note, and together they composed the symphony of my bliss."
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],C,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],D,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],E,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],F,0,0.0,
2021-05-18,1,0,May,Spring,22.7,64.0,1,rainy,0.54,Rainy day but warm at 22.7°C. A 64% humidity adds a layer of complexity to your golf game. Challenge accepted?,['Pesticide Application'],G,0,0.0,
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],A,1,3.2,"Clouds or not, today was all about getting in the groove. My swings felt just right during the 3.2-hour round."
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],B,0,0.0,
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],C,1,4.6,"Overcast skies at 22.2°C made for a good round. Although the humidity was low at 52%, the crowdedness level of 0.71 was moderate enough to allow for a 5.4-hour playtime."
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],D,0,0.0,
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],E,0,0.0,
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],F,0,0.0,
2021-05-19,2,0,May,Spring,22.2,52.0,0,overcast,0.69,22.2°C and overcast skies. A moderate humidity of 52% calls for a comfortable day of golf.,['Sprinkler Checks'],G,0,0.0,
2021-05-20,3,0,May,Spring,20.1,70.0,1,overcast,0.55,"It's overcast at 20.1°C. 70% humidity means a slightly sticky round, but hey, it's all part of the game.","['Range Ball Cleaning', 'First Aid Kit Replenishment']",A,0,0.0,
